0
AUDUSD
EURUSD
GBPUSD
NZDUSD
USDARS
USDBRL
USDCAD
USDCHF
USDCLP
USDCNH
USDCOP
USDCRE
USDCZK
USDDKK
USDGEL
USDHKD
USDHUF
USDILS
USDJPY
USDMXN
USDNOK
USDPLN
USDRMB
USDRUB
USDRUR
USDSEK
USDSGD
USDTHB
USDTRY
USDZAR
XAUUSD
XAGUSD
XPDUSD
XPTUSD
USD
USDU
USDX
